,curso_academico,codigo_universidad,nombre_universidad,codigo_tipo_estudio,nombre_tipo_estudio,codigo_tipo_unidad_responsable,nombre_tipo_unidad_responsable,codigo_unidad_responsable,nombre_unidad_responsable,codigo_titulacion,nombre_titulacion,codigo_rama,descripcion_rama,codigo_interuniversitario,descripcion_interuniversitario,codigo_rol_coordinacion,descripcion_rol_coordinacion,codigo_impartido,descripcion_impartido,anio_inicio,codigo_situacion_actual,descripcion_situacion_actual,codigo_presencialidad,descripcion_grado_presencialidad,codigo_idioma_extranjero,descripcion_idioma_extranjero,precio_credito_1,precio_credito_2,precio_credito_3,precio_credito_4,precio_credito_5,precio_tutela,num_creditos_necesarios,numero_creditos_ofertados
50,2020-21,025,Universidad Politécnica de Madrid,G,Grado,1,Centro,28026808 ,Escuela Técnica Superior de Ingeniería y Sistemas de Telecomunicación,2504075 ,Graduado o Graduada en Ingeniería y Sistemas de Datos por la Universidad Politécnica de Madrid  ,4,Ingeniería y Arquitectura,1,"Si es interuniversitario, con alguna Universidad española",1,Si es coordinadora,1,Se imparte en el curso academico de referencia,2020,1,Activo,1,Estudio presencial,2,"Existen planes separados, uno de ellos en ingles", , , , , , ,240, 
51,2020-21,025,Universidad Politécnica de Madrid,G,Grado,1,Centro,28027114 ,Escuela Técnica Superior de Ingenieros Informáticos,2502399 ,Graduado o Graduada en Matemáticas e Informática por la Universidad Politécnica de Madrid  ,4,Ingeniería y Arquitectura,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,2010,1,Activo,1,Estudio presencial,2,"Existen planes separados, uno de ellos en ingles", , , , , , ,240, 
52,2020-21,025,Universidad Politécnica de Madrid,G,Grado,1,Centro,28031750 ,Escuela Técnica Superior de Ingeniería de Sistemas Informáticos,2503018 ,Graduado o Graduada en Sistemas de Información por la Universidad Politécnica de Madrid  ,4,Ingeniería y Arquitectura,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,2014,1,Activo,1,Estudio presencial,2,"Existen planes separados, uno de ellos en ingles", , , , , , ,240, 
53,2020-21,025,Universidad Politécnica de Madrid,G,Grado,1,Centro,28053885 ,"Escuela Técnica Superior de Ingeniería Agronómica, Alimentaria y de Biosistemas",2502152 ,Graduado o Graduada en Tecnología de las Industrias Agrarias y Alimentarias  ,4,Ingeniería y Arquitectura,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,8888,3,En proceso de extincion, , ,None,None, , , , , , ,240, 
54,2020-21,025,Universidad Politécnica de Madrid,G,Grado,1,Centro,28031750 ,Escuela Técnica Superior de Ingeniería de Sistemas Informáticos,2503422 ,Graduado o Graduada en Tecnologías para la Sociedad de la Información por la Universidad Politécnica de Madrid  ,4,Ingeniería y Arquitectura,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,2016,1,Activo,1,Estudio presencial,0,No, , , , , , ,240, 
55,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28053885 ,"Escuela Técnica Superior de Ingeniería Agronómica, Alimentaria y de Biosistemas",4310567 ,Máster Universitario en Agroingeniería  ,4,Ingeniería y Arquitectura,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,8888,3,En proceso de extincion, , ,None,None, , , , , , , , 
56,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28026811 ,"Escuela Técnica Superior de Ingenieros en Topografía, Geodesia y Cartografía",4316984 ,Máster Universitario en Análisis del Riesgo Sísmico mediante Tecnologías Geoespaciales por la Universidad Politécnica de Madrid  ,4,Ingeniería y Arquitectura,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,2019,1,Activo,1,Estudio presencial,0,No, , , , , , ,60, 
57,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28026870 ,Escuela Técnica Superior de Arquitectura,4312109 ,"Máster Universitario en Análisis, Teoría e Historia de la Arquitectura  ",4,Ingeniería y Arquitectura,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,8888,3,En proceso de extincion, , ,None,None, , , , , , ,0, 
58,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28027591 ,Universidad Politécnica de Madrid,3001846 ,Máster Universitario en aprovechamiento sostenible de los recursos minerales  ,None,None,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,8888,1,Activo, , ,None,None, , , , , , , , 
59,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28026870 ,Escuela Técnica Superior de Arquitectura,4314048 ,Máster Universitario en Arquitectura por la Universidad Politécnica de Madrid  ,4,Ingeniería y Arquitectura,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,8888,1,Activo, , ,None,None, , , , , , ,60, 
60,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28027591 ,Universidad Politécnica de Madrid,3000635 ,Máster Universitario en Automática y Robótica  ,1,Artes y Humanidades,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,8888,1,Activo, , ,None,None, , , , , , , , 
61,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28026912 ,Escuela Técnica Superior de Ingenieros Industriales,4310271 ,Máster Universitario en Automática y Robótica por la Universidad Politécnica de Madrid  ,4,Ingeniería y Arquitectura,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,2018,1,Activo,1,Estudio presencial,0,No, , , , , , ,60, 
62,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28053885 ,"Escuela Técnica Superior de Ingeniería Agronómica, Alimentaria y de Biosistemas",4316260 ,Máster Universitario en Biología Computacional por la Universidad Politécnica de Madrid  ,2,Ciencias,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,2017,1,Activo,1,Estudio presencial,1,Ingles, , , , , , ,60, 
63,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28027591 ,Universidad Politécnica de Madrid,3001843 ,Máster Universitario en Biotecnología Agroforestal  ,2,Ciencias,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,8888,1,Activo, , ,None,None, , , , , , ,0, 
64,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28053885 ,"Escuela Técnica Superior de Ingeniería Agronómica, Alimentaria y de Biosistemas",4310272 ,Máster Universitario en Biotecnología Agroforestal por la Universidad Politécnica de Madrid  ,2,Ciencias,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,2009,1,Activo,1,Estudio presencial,2,"Existen planes separados, uno de ellos en ingles", , , , , , ,60, 
65,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28026951 ,Escuela Técnica Superior de Ingenieros de Telecomunicación,4316229 ,Máster Universitario en Ciberseguridad por la Universidad Politécnica de Madrid  ,4,Ingeniería y Arquitectura,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,2017,1,Activo,1,Estudio presencial,0,No, , , , , , ,60, 
66,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28027114 ,Escuela Técnica Superior de Ingenieros Informáticos,4316972 ,Máster Universitario en Ciencia de Datos por la Universidad Politécnica de Madrid  ,4,Ingeniería y Arquitectura,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,2019,1,Activo,1,Estudio presencial,2,"Existen planes separados, uno de ellos en ingles", , , , , , ,60, 
67,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28027591 ,Universidad Politécnica de Madrid,3000626 ,Máster Universitario en Ciencia y Tecnología Nuclear  ,3,Ciencias Sociales y Jurídicas,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,8888,1,Activo, , ,None,None, , , , , , , , 
68,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28026912 ,Escuela Técnica Superior de Ingenieros Industriales,4310273 ,Máster Universitario en Ciencia y Tecnología Nuclear por la Universidad Politécnica de Madrid  ,4,Ingeniería y Arquitectura,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,2017,1,Activo,1,Estudio presencial,2,"Existen planes separados, uno de ellos en ingles", , , , , , ,60, 
69,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28027591 ,Universidad Politécnica de Madrid,3001852 ,Máster Universitario en ciencias de la actividad física y del deporte  ,3,Ciencias Sociales y Jurídicas,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,8888,1,Activo, , ,None,None, , , , , , , , 
70,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28039207 ,Facultad de Ciencias de la Actividad Física y del Deporte (INEF),4310805 ,Máster Universitario en Ciencias de la Actividad Física y del Deporte por la Universidad Politécnica de Madrid  ,3,Ciencias Sociales y Jurídicas,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,2012,1,Activo,1,Estudio presencial,2,"Existen planes separados, uno de ellos en ingles", , , , , , ,60, 
71,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28031750 ,Escuela Técnica Superior de Ingeniería de Sistemas Informáticos,4315415 ,Máster Universitario en Ciencias y Tecnologías de la Computación por la Universidad Politécnica de Madrid  ,4,Ingeniería y Arquitectura,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,2015,3,En proceso de extincion,1,Estudio presencial,0,No, , , , , , ,90, 
72,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28031750 ,Escuela Técnica Superior de Ingeniería de Sistemas Informáticos,4313005 ,Máster Universitario en Ciencias y Tecnologías de la Computación por la Universidad Politécnica de Madrid  ,4,Ingeniería y Arquitectura,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,2011,3,En proceso de extincion,1,Estudio presencial,2,"Existen planes separados, uno de ellos en ingles", , , , , , ,60, 
73,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28027114 ,Escuela Técnica Superior de Ingenieros Informáticos,4312007 ,Máster Universitario en Computación Avanzada para Ciencias e Ingenierías  ,4,Ingeniería y Arquitectura,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,8888,3,En proceso de extincion, , ,None,None, , , , , , ,0, 
74,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28027591 ,Universidad Politécnica de Madrid,3000637 ,Máster Universitario en Computación Lógica  ,2,Ciencias,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,8888,1,Activo, , ,None,None, , , , , , , , 
75,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28026870 ,Escuela Técnica Superior de Arquitectura,4315323 ,Máster Universitario en Comunicación Arquitectónica por la Universidad Politécnica de Madrid  ,4,Ingeniería y Arquitectura,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,2015,1,Activo,1,Estudio presencial,2,"Existen planes separados, uno de ellos en ingles", , , , , , ,68, 
76,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28027591 ,Universidad Politécnica de Madrid,3001849 ,Máster Universitario en conservación y restauración del patrimonio arquitectónico  ,4,Ingeniería y Arquitectura,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,8888,1,Activo, , ,None,None, , , , , , , , 
77,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28026870 ,Escuela Técnica Superior de Arquitectura,4312110 ,Máster Universitario en Conservación y Restauración del Patrimonio Arquitectónico por la Universidad Politécnica de Madrid  ,4,Ingeniería y Arquitectura,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,8888,1,Activo, , ,None,None, , , , , , ,0, 
78,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28026870 ,Escuela Técnica Superior de Arquitectura,4312008 ,Máster Universitario en Construcción y Tecnología Arquitectónicas por la Universidad Politécnica de Madrid  ,4,Ingeniería y Arquitectura,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,2018,1,Activo,1,Estudio presencial,0,No, , , , , , ,60, 
79,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28026870 ,Escuela Técnica Superior de Arquitectura,4314777 ,Máster Universitario en Construcción y Tecnología de Edificios Históricos por la Universidad Politécnica de Madrid  ,4,Ingeniería y Arquitectura,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,2015,1,Activo,1,Estudio presencial,0,No, , , , , , ,60, 
80,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28026924 ,Escuela Técnica Superior de Ingenieros de Minas y Energía,4317145 ,Máster Universitario en Contaminación de Suelos y Aguas Subterráneas por la Universidad Politécnica de Madrid  ,4,Ingeniería y Arquitectura,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,2020,1,Activo,1,Estudio presencial,2,"Existen planes separados, uno de ellos en ingles", , , , , , ,60, 
81,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28031750 ,Escuela Técnica Superior de Ingeniería de Sistemas Informáticos,4315439 ,Máster Universitario en Desarrollo de Aplicaciones y Servicios para Dispositivos Móviles por la Universidad Politécnica de Madrid  ,4,Ingeniería y Arquitectura,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,2015,1,Activo,1,Estudio presencial,0,No, , , , , , ,60, 
82,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28051921 ,Escuela de Posgrado,4314883 ,Máster Universitario en Dirección de Organizaciones e Instalaciones de la Actividad Física y del Deporte por la Universidad de Alcalá; la Universidad de León y la Universidad Politécnica de Madrid  ,3,Ciencias Sociales y Jurídicas,1,"Si es interuniversitario, con alguna Universidad española",0,No es coordinadora,1,Se imparte en el curso academico de referencia,2014,3,En proceso de extincion,1,Estudio presencial,0,No, , , , , , ,60, 
83,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28026870 ,Escuela Técnica Superior de Arquitectura,4315368 ,Máster Universitario en Diseño de Instalaciones por la Universidad Politécnica de Madrid  ,4,Ingeniería y Arquitectura,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,2015,3,En proceso de extincion,1,Estudio presencial,0,No, , , , , , ,60, 
84,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28053885 ,"Escuela Técnica Superior de Ingeniería Agronómica, Alimentaria y de Biosistemas",4312111 ,"Máster Universitario en Economía Agraria, Alimentaria y de los Recursos Naturales por la Universidad Politécnica de Madrid  ",4,Ingeniería y Arquitectura,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,2010,1,Activo,1,Estudio presencial,2,"Existen planes separados, uno de ellos en ingles", , , , , , ,60, 
85,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28051876 ,"Escuela Técnica Superior de Ingeniería de Montes, Forestal y del Medio Natural",4316852 ,Máster Universitario en Economía Circular por la Universidad Politécnica de Madrid  ,4,Ingeniería y Arquitectura,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,2019,1,Activo,1,Estudio presencial,0,No, , , , , , ,90, 
86,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28026985 ,Facultad de Ciencias Económicas y Empresariales,4310085 ,Máster Universitario en Economía y Gestión de la Innovación  ,3,Ciencias Sociales y Jurídicas,1,"Si es interuniversitario, con alguna Universidad española",0,No es coordinadora,1,Se imparte en el curso academico de referencia,8888,3,En proceso de extincion, , ,None,None, , , , , , ,60, 
87,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28027072 ,Facultad de Ciencias Económicas y Empresariales,3001810 ,Máster Universitario en Economía y Gestión de la Innovación  ,3,Ciencias Sociales y Jurídicas,1,"Si es interuniversitario, con alguna Universidad española",0,No es coordinadora,1,Se imparte en el curso academico de referencia,8888,1,Activo, , ,None,None, , , , , , ,0, 
88,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28027591 ,Universidad Politécnica de Madrid,3001855 ,Máster Universitario en Economía y Gestión de la Innovación  ,3,Ciencias Sociales y Jurídicas,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,8888,1,Activo, , ,None,None, , , , , , ,0, 
89,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28026985 ,Facultad de Ciencias Económicas y Empresariales,4313958 ,Máster Universitario en Economía y Gestión de la Innovación por la Universidad Autónoma de Madrid; la Universidad Complutense de Madrid y la Universidad Politécnica de Madrid  ,3,Ciencias Sociales y Jurídicas,1,"Si es interuniversitario, con alguna Universidad española",0,No es coordinadora,1,Se imparte en el curso academico de referencia,2013,1,Activo,1,Estudio presencial,2,"Existen planes separados, uno de ellos en ingles", , , , , , ,60, 
90,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28026729 ,Escuela Técnica Superior de Edificación,4314369 ,"Máster Universitario en Eficiencia Energética en la Edificación, la Industria y el Transporte por la Universidad Politécnica de Madrid  ",4,Ingeniería y Arquitectura,1,"Si es interuniversitario, con alguna Universidad española",1,Si es coordinadora,1,Se imparte en el curso academico de referencia,2013,1,Activo,1,Estudio presencial,0,No, , , , , , ,90, 
91,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28026729 ,Escuela Técnica Superior de Edificación,4316679 ,Máster Universitario en Ejecución de Obras de Rehabilitación y Restauración por la Universidad Politécnica de Madrid  ,4,Ingeniería y Arquitectura,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,2018,1,Activo,1,Estudio presencial,0,No, , , , , , ,60, 
92,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28051876 ,"Escuela Técnica Superior de Ingeniería de Montes, Forestal y del Medio Natural",4314780 ,Máster Universitario en El Agua en el Medio Natural. Usos y Gestión por la Universidad Politécnica de Madrid  ,4,Ingeniería y Arquitectura,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,2014,1,Activo,1,Estudio presencial,0,No, , , , , , ,60, 
93,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28027746 ,Facultad de Geografía e Historia,4315909 ,Máster Universitario en El Patrimonio Cultural en el Siglo XXI: Gestión e Investigación por la Universidad Complutense de Madrid y la Universidad Politécnica de Madrid  ,1,Artes y Humanidades,1,"Si es interuniversitario, con alguna Universidad española",0,No es coordinadora,1,Se imparte en el curso academico de referencia,2016,1,Activo,1,Estudio presencial,0,No, , , , , , ,90, 
94,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28027591 ,Universidad Politécnica de Madrid,3000643 ,Máster Universitario en Electrónica Industrial  ,3,Ciencias Sociales y Jurídicas,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,8888,1,Activo, , ,None,None, , , , , , , , 
95,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28026912 ,Escuela Técnica Superior de Ingenieros Industriales,4310274 ,Máster Universitario en Electrónica Industrial por la Universidad Politécnica de Madrid  ,4,Ingeniería y Arquitectura,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,2017,1,Activo,1,Estudio presencial,2,"Existen planes separados, uno de ellos en ingles", , , , , , ,60, 
96,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28027591 ,Universidad Politécnica de Madrid,3001307 ,Máster Universitario en Energía Solar Fotovoltaica  ,3,Ciencias Sociales y Jurídicas,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,8888,1,Activo, , ,None,None, , , , , , ,0, 
97,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28053885 ,"Escuela Técnica Superior de Ingeniería Agronómica, Alimentaria y de Biosistemas",4314782 ,Máster Universitario en Estrategias y Tecnologías para el Desarrollo: la Cooperación en un Mundo en Cambio por la Universidad Complutense de Madrid y la Universidad Politécnica de Madrid  ,3,Ciencias Sociales y Jurídicas,1,"Si es interuniversitario, con alguna Universidad española",1,Si es coordinadora,1,Se imparte en el curso academico de referencia,2018,1,Activo,1,Estudio presencial,0,No, , , , , , ,90, 
98,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28027591 ,Universidad Politécnica de Madrid,3001850 ,Máster Universitario en Estructuras de la Edificación  ,4,Ingeniería y Arquitectura,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,8888,1,Activo, , ,None,None, , , , , , ,0, 
99,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28026870 ,Escuela Técnica Superior de Arquitectura,4312112 ,Máster Universitario en Estructuras de la Edificación por la Universidad Politécnica de Madrid  ,4,Ingeniería y Arquitectura,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,2020,1,Activo,1,Estudio presencial,0,No, , , , , , ,75, 
100,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28027886 ,Universidad Nacional de Educación a Distancia,3000426 ,Máster Universitario en Estudios Literarios  ,1,Artes y Humanidades,1,"Si es interuniversitario, con alguna Universidad española",0,No es coordinadora,1,Se imparte en el curso academico de referencia,8888,1,Activo, , ,None,None, , , , , , ,0, 
101,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28026870 ,Escuela Técnica Superior de Arquitectura,4314710 ,Máster Universitario en Estudios Superiores de Arquitectura y Urbanismo por la Universidad Politécnica de Madrid  ,4,Ingeniería y Arquitectura,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,2014,3,En proceso de extincion,2,Estudio semipresencial,0,No, , , , , , ,60, 
102,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28027591 ,Universidad Politécnica de Madrid,3001036 ,Máster Universitario en European Master in Nuclear Fusion Science and Engineering Physics  ,None,None,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,8888,1,Activo, , ,None,None, , , , , , ,0, 
103,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28053885 ,"Escuela Técnica Superior de Ingeniería Agronómica, Alimentaria y de Biosistemas",4310568 ,Máster Universitario en Física de Sistemas Complejos  ,4,Ingeniería y Arquitectura,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,8888,3,En proceso de extincion, , ,None,None, , , , , , , , 
104,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28048300 ,Escuela Politécnica de Enseñanza Superior,4314238 ,"Máster Universitario en Formación del Profesorado de Educación Secundaria Obligatoria, Bachillerato y Formación Profesional por la Universidad Politécnica de Madrid  ",3,Ciencias Sociales y Jurídicas,1,"Si es interuniversitario, con alguna Universidad española",1,Si es coordinadora,1,Se imparte en el curso academico de referencia,2013,1,Activo,1,Estudio presencial,2,"Existen planes separados, uno de ellos en ingles", , , , , , ,60, 
105,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28027849 ,Facultad de Ciencias Matemáticas,4314490 ,Máster Universitario en Gestión de Desastres por la Universidad Complutense de Madrid y la Universidad Politécnica de Madrid  ,2,Ciencias,1,"Si es interuniversitario, con alguna Universidad española",0,No es coordinadora,1,Se imparte en el curso academico de referencia,2015,1,Activo,1,Estudio presencial,0,No, , , , , , ,90, 
106,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28051876 ,"Escuela Técnica Superior de Ingeniería de Montes, Forestal y del Medio Natural",4315170 ,Máster Universitario en Gestión del Turismo Ecológico y Sostenible por la Universidad Politécnica de Madrid  ,4,Ingeniería y Arquitectura,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,2015,1,Activo,3,Estudio no presencial,0,No, , , , , , ,60, 
107,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28026729 ,Escuela Técnica Superior de Edificación,4312113 ,Máster Universitario en Gestión en Edificación por la Universidad Politécnica de Madrid  ,4,Ingeniería y Arquitectura,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,2010,1,Activo,1,Estudio presencial,0,No, , , , , , ,60, 
108,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28026808 ,Escuela Técnica Superior de Ingeniería y Sistemas de Telecomunicación,4310289 ,Máster Universitario en Ingeniería Acústica de Edificación y Medio Ambiente por la Universidad Politécnica de Madrid  ,4,Ingeniería y Arquitectura,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,2011,3,En proceso de extincion,1,Estudio presencial,0,No, , , , , , ,60, 
109,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28026912 ,Escuela Técnica Superior de Ingenieros Industriales,4310290 ,Máster Universitario en Ingeniería Acústica en la Industria y el Transporte por la Universidad Politécnica de Madrid  ,4,Ingeniería y Arquitectura,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,8888,3,En proceso de extincion, , ,None,None, , , , , , ,0, 
110,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28048300 ,Escuela Politécnica de Enseñanza Superior,4315387 ,Máster Universitario en Ingeniería Acústica por la Universidad Politécnica de Madrid  ,4,Ingeniería y Arquitectura,1,"Si es interuniversitario, con alguna Universidad española",1,Si es coordinadora,1,Se imparte en el curso academico de referencia,2015,1,Activo,1,Estudio presencial,2,"Existen planes separados, uno de ellos en ingles", , , , , , ,60, 
111,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28027591 ,Universidad Politécnica de Madrid,3001302 ,Máster Universitario en Ingeniería Aeroespacial  ,4,Ingeniería y Arquitectura,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,8888,1,Activo, , ,None,None, , , , , , ,0, 
112,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28051761 ,Escuela Técnica Superior de Ingeniería Aeronáutica y del Espacio,4310275 ,Máster Universitario en Ingeniería Aeroespacial por la Universidad Politécnica de Madrid  ,4,Ingeniería y Arquitectura,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,2009,3,En proceso de extincion, , ,None,None, , , , , , ,60, 
113,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28051761 ,Escuela Técnica Superior de Ingeniería Aeronáutica y del Espacio,4314817 ,Máster Universitario en Ingeniería Aeronáutica por la Universidad Politécnica de Madrid  ,4,Ingeniería y Arquitectura,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,2014,1,Activo,1,Estudio presencial,2,"Existen planes separados, uno de ellos en ingles", , , , , , ,120, 
114,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28053885 ,"Escuela Técnica Superior de Ingeniería Agronómica, Alimentaria y de Biosistemas",4314423 ,Máster Universitario en Ingeniería Agronómica por la Universidad Politécnica de Madrid  ,4,Ingeniería y Arquitectura,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,2013,1,Activo,1,Estudio presencial,0,No, , , , , , ,120, 
115,2020-21,025,Universidad Politécnica de Madrid,M,Master,1,Centro,28053885 ,"Escuela Técnica Superior de Ingeniería Agronómica, Alimentaria y de Biosistemas",4314353 ,Máster Universitario en Ingeniería Alimentaria aplicada a la Salud por la Universidad Politécnica de Madrid  ,4,Ingeniería y Arquitectura,0,No es interuniversitario,8,No aplica coordinacion,1,Se imparte en el curso academico de referencia,2013,1,Activo,1,Estudio presencial,0,No, , , , , , ,60, 
